CRS,Tiploc,Description,Stannox
SMH,STMFDHL,STAMFORD HILL,51961
SMG,STMGTS,ST MARGARETS,87133
SMY,STMRYC,ST MARY CRAY,88493
XMU,STMRYCJ,ST MARY CRAY JN,88485
,STNA,STONEA,46214
SBP,STNBGPK,STONEBRIDGE PARK,72031
,STNBPKD,STONEBRIDGE PARK DEPOT,72032
,STNBS32,STONEBRIDGE PARK SIG WS32,72035
,STNBS34,STNBRIDGE PARK SIGNAL WS34,72034
,STNBS36,STNBRIDGE PARK SIGNAL WS36,72034
,STNCRBT,STONEHOUSE CORNER RNDABOUT,0
,STNDSHJ,STANDISH JN,68137
,STNE21,ST NEOTS SIGNAL P21,45403
,STNE309,ST NEOTS SOUTH SIG P309,45401
,STNEOFD,ST NEOTS FD (DBC),45401
SNO,STNEOTS,ST NEOTS,45402
,STNEUSD,ST NEOTS UP SIDING,45404
,STNG207,SITTINGBOURNE SIGNAL 4207,89153
,STNG220,SITTINGBOURNE SIGNAL 4220,89152
,STNG222,SITTINGBOURNE SIGNAL 4222,89154
,STNG33,SITTINGBOURNE SIGNAL EV33,89148
,STNG46,SITTINGBOURNE SIGNAL EV46,89146
SIT,STNGBRN,SITTINGBOURNE,89144
,STNGDCS,SITTINGBOURNE DN CARR SDGS,89151
,STNGDGL,SITTINGBOURNE DN GDS LOOP,89145
,STNGMJN,MIDDLE JN (SITTINGBOURNE),89109
,STNGSDG,SITTINGBOURNE DOWN SIDINGS,89155
,STNGV31,SITTINGBOURNE SIG EV31,89150
,STNGV76,SITTINGBOURNE SIG. EV76,89144
,STNGWJN,WESTERN JN (SITTINGBOURNE),89028
,STNHPO,STONEHOUSE POST OFFICE,0
SHU,STNHSE,STONEHOUSE,68159
,STNICE,CARLISLE ST NICHOLAS CE,9177
,STNL40,STANLOW & T SIG. ST40,38376
,STNLLPG,STANLOW L.P.G.SDGS,38371
,STNLSAS,STANLOW SHELL ARR SDGS,38373
,STNLSDS,STANLOW SHELL DEP SDGS,38373
SNT,STNLWAT,STANLOW & THORNTON,38372
,STNLWSS,STANLOW & T SHELL SDGS,38373
ZSM,STNMORE,STANMORE (LUL),0
,STNPK,SUTTON PARK,65531
,STNSHJN,STANSFIELD HALL JUNCTION,29010
,STNTFHH,STANTON GATE FLHH,56558
,STNTNGU,STANTON GATE SDGS,56562
,STNTPLC,STANTON GATE PLC,56557
XEI,STNVBUS,ST NEOTS CAMBRIDGE STREET,0
,STNVSQ,ST NEOTS SQ (BUS),0
,STNVXKY,ST NEOTS CROSS KEYS,0
,STNY,STANLEY,3110
,STOC907,STOCKTON 907 SIG,15226
,STOCCJN,STOCKTON CUT JN,15229
,STOCDC,STOCKTON THOMPSON (DC),15221
,STOCGBF,STOCKTON THOMPSON GBRF,15228
,STOCTMS,STOCKTON THOMSON,15224
STK,STOCTON,STOCKTON,15223
,STOGMBR,STOGUMBER,0
,STOK271,STOKE SIGNAL 271,43216
,STOK439,STOKE SIGNAL 439,43217
,STOK462,STOKE SIGNAL 462,43218
,STOK527,STOKE SIGNAL 527,43219
,STOK534,STOKE SIGNAL 534,43213
,STOK540,STOKE SIGNAL 540,43214
,STOKCS,COCKSHUTE SDGS,43220
,STOKCV,CLIFFE VALE,43215
,STOKCVR,STOKE-ON-TRENT CV RP,43208
,STOKEND,ENDON,43417
SOT,STOKEOT,STOKE-ON-TRENT,43211
,STOKGRA,STOKE GRANVILLE SIDINGS,43116
HNY,STOKHAN,HANLEY BUS STATION,0
,STOKMAR,STOKE MARCROFT ENGINEERING,43231
,STOKMIL,MILTON,43415
,STOKNEW,NEWCASTLE JN (STAFFS),43212
,STOKNWY,STOKE NORTH WEST YARD,43223
,STOKOAK,OAKAMOOR,43424
,STOKOTJ,STOKE JN,43222
,STOKOTN,STOKE ON TRENT NORTH,43210
,STOKSID,SIDEWAY LOOP (STOKE),43302
,STOKVS,VIADUCT SIDINGS,43225
,STOKYRV,STOKE NORTH WEST YD REVERS,43224
,STOMJN,STORMSTOWN JUNCTION,78207
,STOMSTN,STORMSTOWN LOOP,78206
,STON505,STONE SIG S505,43300
,STON510,STONE SIG S510,43301
,STONASH,ASHTON BY STONE,43309
SNE,STONE,STONE,43308
SCN,STONECS,STONE CROWN STREET,0
SGQ,STONEGS,STONE GRANVILLE SQUARE,0
,STONEMS,STONE MEAFORD SDGS,43303
,STONJN,STONE JUNCTION,43307
,STONSAN,SANDON,43310
,STORDGL,STORMY DOWN GOODS LOOP,79786
,STORMY,STORMY,79787
,STORUGL,STORMY UP GOODS LOOP,79788
,STOTNAS,STH TOTTENHAM ADVANCE SIG,51557
STO,STOTNHM,SOUTH TOTTENHAM,51558
,STOTS16,SOUTH TOTTENHAM SIG S16,51556
,STOTS17,SOUTH TOTTENHAM SIG S17,51560
,STOTS19,SOUTH TOTTENHAM SIG S19,51559
SOI,STOW,STOW,4713
,STPADOM,ST PANCRAS INTL (DOMESTIC),63631
,STPAMCS,ST PANCRAS MNTCE SDG,63619
,STPAMSC,ST PANCRAS MAINT SDG CXN,63627
SPX,STPANCI,ST PANCRAS INTERNATIONAL,63631
,STPARCJ,REGENTS CANAL JN,0
GUS,STPETRP,ST PETER PORT (GUERNSEY),0
,STPHDMU,ST PHILIPS MARSH DMU TMD,81524
,STPHFHH,ST PHILIPS MARSH DEPOT FHH,81522
,STPHFUL,ST PHILIPS MARSH FUELLING,81523
XPM,STPHHST,ST PHILIPS MRSH H S T D,81524
,STPHLPM,ST PHILIPS MARSH,81524
,STPHSE,ST. PATRICK'S HOUSE,0
,STPIDC,ST PIERRE DES CORPS,0
,STPLNAR,NARROWAYS HILL JN,81401
SRD,STPLTNR,STAPLETON ROAD,81403
,STPNCVE,ST PINNOCK VIADUCT EAST,84435
,STPOLTN,ST POLTEN,133
STP,STPX,ST PANCRAS INTERNATIONAL,63630
SPL,STPXBOX,ST PANCRAS INTERNATIONAL,63629
,STPXCSJ,ST PANCRAS CAMLEY ST JN,63622
,STPXCTJ,ST PANCRAS CANAL TUNNEL JN,63632
,STPXCYG,CHURCHYARD CASTLE CEMENT G,63617
XYR,STPXCYS,CHURCHYARD SDGS CASTLE CEM,63626
,STPXTFH,CHURCHYARD SDGS (FLHH),63637
,STPXTMC,CHURCHYARD SDGS TARMAC,63625
,STRAHAU,STRASBOURG HAUSBERGEN,767
,STRBCS,STOURBRIDGE CARRIAGE SDGS,65931
,STRBDEP,STOURBRIDGE JN DEPOT,65920
,STRBDG1,STOURBRIDGE JN (TOWN PLAT),65932
SBJ,STRBDGJ,STOURBRIDGE JUNCTION,65933
SBT,STRBDGT,STOURBRIDGE TOWN,65939
,STRBHDS,STOURBRIDGE JN HEADSHUNT,65921
XSF,STRBJGL,STOURBRIDGE JN GOODS LOOP,65930
,STRBNJN,STOURBRIDGE NORTH JN,65940
,STRBSDG,STOURBRIDGE SIDINGS,65928
SCS,STRCROS,STARCROSS,83602
,STRE171,STREATHAM STH JN SIG VC171,87617
,STRE174,STREATHAM JN SIG TVC174,87561
,STRE176,STREATHAM S JN SIG TVC176,87560
,STRENJN,STREATHAM NORTH JN,87616
,STRERFS,STREATHAM REV FAST SPUR,87556
,STRESJN,STREATHAM SOUTH JN,87617
STE,STRETHM,STREATHAM,87613
,STRETJN,STREATHAM JUNCTION,87618
,STRH157,STREATHAM HILL SIGNAL 157,87557
,STRH658,STREATHAM HILL SIGNAL 658,87569
SRC,STRHCOM,STREATHAM COMMON,87631
XSS,STRHCSD,STREATHAM HILL C.S.D.,87620
,STRHDS,STREATHAM HILL DOWN SDG,87620
,STRHEX,STREATHAM HILL EXIT,87620
SRH,STRHILL,STREATHAM HILL,87621
,STRHSH,STREATHAM HILL SHED,87620
,STRHUS,STREATHAM HILL UP SIDING,87620
,STRHUSE,STREATHAM HILL UP SDG EAST,87571
,STRHUSW,STREATHAM HILL UP SDG WEST,87567
SRN,STRINES,STRINES,32554
STF,STRMFRY,STROMEFERRY,1075
STR,STRNRR,STRANRAER,8653
,STRNRTN,STRANRAER TOWN F.D.,8651
,STRNTSH,STRANRAER STOCKTON HAULAGE,8649
SWP,STRNWPR,STRANRAER WEST PIER,0
,STRNYGF,STRANRAER YARD G.F.,8650
,STRO625,STROOD SHUNT SIGNAL NK1625,88803
,STRO628,STROOD SHUNT SIGNAL NK1628,88804
,STRO630,STROOD SHUNT SIGNAL NK1630,88802
SOO,STROOD,STROOD,88801
,STRT912,STOURTON NECK SIG S912,17176
,STRT921,STOURTON SIGNAL S921,17187
,STRT930,STOURTON SIGNAL S930,17188
,STRTDFS,STOURTON D & F STEELS,17181
,STRTFHH,STOURTON DOWN SIDINGS FLHH,17186
,STRTJN,STOURTON JN,17182
,STRTJRV,STOURTON JN REVERSE,17177
,STRTNBS,STOURTON B.S.C.,17183
,STRTNDS,STOURTON DOWN SIDING,17180
,STRTRFS,STOURTON FLT C&W RFS ENG,17185
STD,STRUD,STROUD,68161
,STRUMLC,ST. MARY'S LEVEL CROSSING,68162
,STRW257,STRAWBERRY HILL SIG 2457,86944
,STRW91,STRAWBERRY HILL SIG. F91,87188
XSX,STRWBHD,STRAWBERRY HILL C.S.D.,87151
STW,STRWBYH,STRAWBERRY HILL,87134
,STSN306,STENSON GPL DY306,57462
,STSNJN,STENSON JN,57458
SPK,STTNPWY,SUTTON PARKWAY,56237
STU,STURRY,STURRY,89449
,STUTHAF,STUTTGART HAFEN,61
,STVNDGL,STEVENSTON D.G.L.,8124
,STVNNBS,STEVENSTON NOBEL SIDING,8122
,STVNNPS,STEVENSTON N.P.S.,8121
,STVNSES,STEVENSTON EAST SDGS,8123
STV,STVNSTN,STEVENSTON,8123
,STVRTBG,STAVERTON BRIDGE,0
,STVTN,STEVENTON,74324
,STWHTNL,STRAWBERRY HILL TUNNEL,89376
,STWMDGL,STOWMARKET D.G.L.,49012
SMK,STWMRKT,STOWMARKET,49014
,STWRLDC,STEWARTBY FORDERS LDC(EWS),0
SWR,STWRTBY,STEWARTBY,62043
,STWT,STEWARTS LANE,87238
,STWT567,STEWARTS LANE SIG VS567,87272
,STWT569,STEWARTS LANE SIG VS569,87273
,STWTBS,STEWARTS LANE BERTHING SDG,87237
,STWTDAY,STEWARTS LANE - DAYS,87235
,STWTFHH,STEWARTS LANE TARMAC FHH,87277
,STWTGBR,STEWARTS LANE TARMAC GBRF,87274
,STWTJN,STEWARTS LANE JN,87234
,STWTLAM,STEWARTS LANE MARCON R M C,87236
XSL,STWTTMD,STEWARTS LANE T&R.S.M.D,87238
,STWTUPL,STEWARTS LANE DPT UP LOOP,87187
SOY,STWY,STORNOWAY,0
SYA,STYAL,STYAL,32528
,STYTHPX,STAYTHORPE X,55511
,SUCOTHV,SUCCOTH VIADUCT,6061
SUY,SUDBURY,SUDBURY,50111
,SUMMITS,SUMMIT,0
SUM,SUMRSTN,SUMMERSTON,6236
SUU,SUNBURY,SUNBURY,87157
SDR,SUNDRTN,SAUNDERTON,73505
,SUNH,SUNNYHILL,57451
SNG,SUNNGDL,SUNNINGDALE,87104
,SUNSJN,SUNNYSIDE JN,7317
SNY,SUNYMDS,SUNNYMEADS,87109
,SURB104,SURBITON SIGNAL WK1104,87174
,SURB106,SURBITON SIGNAL WK1106,87176
,SURB534,SURBITON SIGNAL WK534,87175
,SURBETC,SURBITON E.T.C.,87172
SUR,SURBITN,SURBITON,87171
SCE,SURCNRD,SURREY CANAL ROAD,87576
,SURRCNJ,SURREY CANAL JUNCTION,87577
SQE,SURREYQ,SURREY QUAYS,87572
,SURRQSJ,SURREY QUAYS SILWOOD JN,87574
,SURRQSS,SILWOOD STABLING SIDINGS,87575
SUT,SUTCO,SUTTON COLDFIELD,65603
,SUTNBIN,SUTTON BINGHAM,82348
,SUTT193,SUTTON SIGNAL VC193,87672
,SUTT195,SUTTON SIGNAL VC195,87672
SUO,SUTTON,SUTTON (SURREY),87671
SUC,SUTTONC,SUTTON COMMON,87339
,SUTW,SUTTON WEAVER,36515
,SVN2035,SEVENOAKS SIG 2035,89343
,SVN2037,SEVENOAKS SIG 2037,89340
,SVNGLP,SEVINGTON LOOP,89745
,SVNGS91,SEVINGTON SIGNAL AD702,89744
XVT,SVNGTNS,SEVINGTON SIDINGS,89744
SVK,SVNKNGS,SEVEN KINGS,50417
SEV,SVNOAKS,SEVENOAKS,89351
,SVNOCHS,SEVENOAKS C.H.S.,89352
,SVNOES,SEVENOAKS ENGINEERS SIDING,89351
,SVNOGUS,SEVENOAKS GUSSET SIDING,89353
,SVNSSIT,SEVERNSIDE SITA,81212
SVB,SVRNBCH,SEVERN BEACH,81211
,SWADGF,SWADLINCOTE G.F.,57804
,SWAINTP,SWAINSTHORPE L.C.,48993
,SWAL107,SWALE SIGNAL EV107,89111
SWL,SWALE,SWALE,89111
,SWAN163,SWANSEA PT3163 (CL),79310
,SWAN537,SWANSEA PT537,79301
,SWAN571,SWANSEA PT7571 (DM),79308
,SWAN573,SWANSEA PT7573 (UM),79307
,SWAN592,SWANSEA PT7592 (DM),79309
,SWANABP,SWANSEA DOCKS ABP SHIPMENT,79224
,SWANBGB,SWANSEA BURROWS SS GBRF,79229
,SWANIEP,SWANSEA MALIPHANT IEP DPT,79302
XMA,SWANMCS,SWANSEA MALIPHANT CSD,79305
,SWANMRD,SWANSEA IEP MAINTENANCE RD,79311
,SWANNON,SWANSEA DKS ABP NON SHIPMT,79223
,SWANSBS,SWANSEA BURROWS S.S.,79230
SWA,SWANSEA,SWANSEA,79304
SWF,SWANSED,SWANSEA DOCKS,79222
,SWANSLE,SWANSEA LOOP EAST,79303
,SWANSLW,SWANSEA LOOP WEST,79306
,SWANWRD,SWANSEA IEP WASH ROAD,79312
,SWAVIA,SWAN SIDE VIADUCT,29134
SWY,SWAY,SWAY,86909
SDW,SWCH,SANDWICH,89462
SPH,SWELL,SHEPHERDS WELL,89517
,SWELL1,SHEPHERDS WELL SIGNAL SH1,0
,SWELLSD,SHEPHERDS WELL LONG SIDING,0
,SWELLUS,SHEPHERDS WELL UP SIDING,89526
ZSI,SWIMBDN,SOUTH WIMBLEDON LT,0
SWN,SWINTN,SWINTON (S.YORKS),24108
,SWINTNJ,SWINTON JN,24109
,SWKBDGJ,SOUTHWARK BRIDGE JUNCTION,88394
,SWLWJN,SWALWELL JN,13514
SAY,SWLY,SWANLEY,88486
,SWLY631,SWANLEY SIGNAL VS631,88496
,SWLY636,SWANLEY SIGNAL VS636,88520
,SWLY637,SWANLEY SIGNAL VS637,88544
,SWLY638,SWANLEY SIGNAL VS638,88511
CFC,SWNACFC,CORFE CASTLE (SWANAGE R),86955
SGE,SWNAGE,SWANAGE,86969
HAR,SWNAHMC,HARMAN'S CROSS (SWANAGE R),86956
HEH,SWNAHNH,HERSTON HALT (SWANAGE R),86952
NOD,SWNANDN,NORDEN (SWANAGE R),86954
SWD,SWNDRBY,SWINDERBY,44073
,SWNDTHO,THORPE-ON-THE-HILL,44071
,SWNLMD,SWANAGE LMD (GBRf),86957
XSQ,SWNLYCS,SWANLEY C.H.S.,88486
SWM,SWNSCMB,SWANSCOMBE,88705
,SWNSGD,SWANSCOMBE-GEORGE & DRAGON,0
SNN,SWNT,SWINTON,35146
SNW,SWNWICK,SWANWICK,86225
SOW,SWRBBDG,SOWERBY BRIDGE,18448
SWE,SWSHEAD,SWINESHEAD,44205
SWG,SWYTHLN,SWAYTHLING,86497
,SXMNDHJ,SAXMUNDHAM JN,49117
SAX,SXMNDHM,SAXMUNDHAM,49118
,SXMNDSG,SAXMUNDHAM TAMPER SIDING,49117
SYD,SYDENHM,SYDENHAM,87626
,SYDNFD,SYDENHAM HILL-FOUNTAIN DR.,0
SYH,SYDNHMH,SYDENHAM HILL,88278
,SYMNGTN,SYMINGTON G.F.,7969
SYL,SYONLA,SYON LANE,87143
,SYSTNEJ,SYSTON EAST JN,59021
,SYSTNNJ,SYSTON NORTH JN,59020
,SYSTNSJ,SYSTON SOUTH JN,59022
SYS,SYSTON,SYSTON,59024
TBY,TABY,THORNABY,15316
,TABY176,THORNABY SIG TY176,15315
,TABY208,THORNABY SIG T.Y.208.,0
,TABYEJN,THORNABY EAST JN.,15317
,TABYFLD,THORNABY T.M.D. (F'LINER),15408
,TABYLTH,THORNABY EWS WHEEL LATHE,15405
,TABYNO1,THORNABY NO 1,15407
XTE,TABYTMD,THORNABY T.M.D. (E.W.S.),15401
,TABYWRD,TEES SHOPS DBC C&W,15402
TAC,TACKLEY,TACKLEY,74605
TTA,TADWBUS,TADWORTH (THE AVENUE),0
TAD,TADWTH,TADWORTH,87708
TAF,TAFFSWL,TAFFS WELL,78220
TAI,TAIN,TAIN,1044
,TAINCE,TAIN C.E.,1045
,TALACRE,TALACRE,40103
TLB,TALB,TALYBONT,64416
,TALN534,TALLINGTON SIGNAL P534,45015
,TALN541,TALLINGTON JN P541,44997
,TALN544,TALLINGTON SIGNAL P544,45014
,TALNDBC,TALLINGTON TARMAC DBC,44996
,TALNDOW,TALLINGTON DOWMAC,45004
,TALNESS,ESSENDINE,45001
,TALNGBR,TALLINGTON TARMAC GBRF,45007
,TALNGTN,TALLINGTON JN.,45002
,TALRCAR,CARNO L.C.,64315
,TALRCEM,CEMMES ROAD,64320
,TALRDIG,TALERDDIG,64313
,TALRDOG,PONTDOLGOCH,64314
,TALRLLA,LLANBRYNMAIR,64316
TLC,TALYCFN,TAL-Y-CAFN,40057
TAB,TAMEBDG,TAME BRIDGE PARKWAY,65671
,TANKRD,TANK ROAD,7261
,TANY,TAN-Y-BWLCH,0
TAP,TAPLOW,TAPLOW,74001
,TAPTONJ,TAPTON JN,27272
TBT,TARBERT,TARBERT,0
,TARRAGN,TARRAGONA,223
,TATN385,TATTENHAM CORNER SIG T1385,87696
,TATNCHS,TATTENHAM CORNER C.H.S.,87714
TAT,TATNHMC,TATTENHAM CORNER,87707
,TAUN481,TAUNTON SIGNAL E481,83017
,TAUN483,TAUNTON SIGNAL E483,83013
,TAUN604,TAUNTON SIG. 604,83002
,TAUN608,TAUNTON SIG 608,83015
,TAUN611,TAUNTON SIG.E611,83009
,TAUN617,TAUNTON SIGNAL E617,83009
,TAUN619,TAUNTON SIGNAL E619,83004
,TAUN624,TAUNTON SIG. E624,83009
,TAUNCE,TAUNTON ISU (CE),83005
,TAUNCSD,TAUNTON CIDER SDG,83012
,TAUNE22,TAUNTON SIG. E22,83009
,TAUNEJN,TAUNTON EAST JCN,83007
,TAUNGDS,TAUNTON GDS RECP,83000
,TAUNSBG,TAUNTON STATION BRIDGE,0
XDQ,TAUNSFC,TAUNTON STATION FORECOURT,0
TAU,TAUNTON,TAUNTON,83009
,TAUNTRS,TAUNTON (RLY STN),0
,TAYBDGS,TAY BRIDGE SOUTH,3066
,TAYBDRS,TAY BRIDGE DOWN REFUGE SDG,3065
,TAYBHGN,TAY BRIDGE HIGH GIRDERS NO,3072
,TAYBHGS,TAY BRIDGE HIGH GIRDERS SO,3074
,TAYNUCE,TAYNUILT C.E.,6049
TAY,TAYNULT,TAYNUILT,6048
,TCULFRY,FIRSBY,44222
TPC,TCULVRT,THORPE CULVERT,44223
THD,TDITTON,THAMES DITTON,87179
XIT,TEBAY,TEBAY,9330
,TEBAYCE,TEBAY ISU (CE),9331
TED,TEDNGTN,TEDDINGTON,87159
,TEES137,TEES YARD SIGNAL TY137,15410
,TEES156,TEES YARD SIGNAL TY1560,15412
,TEESBAL,TEES CE SDGS,15403
,TEESCW,TEES YARD EWS C&W GRADING,15403
,TEESDK,TEES DOCK EXPORT BERTH DBS,15623
,TEESGFH,NEWPORT EAST GOODS (FLHH),15414
,TEESNEJ,NEWPORT EAST JN,15415
,TEESY,TEES N.Y.,15400
,TEESYDG,TEES YARD DN STAGING GBRF,15411
,TEESYDS,TEES YARD DN STAGINGS FH,15318
,TEESYEE,TEES YARD EAST END,15406
,TEESYHS,TEES N.Y. (HOLDING SDG.),15401
TGM,TEINMTH,TEIGNMOUTH,83607
TFC,TELFRDC,TELFORD CENTRAL,64827
,TEMPLHJ,TEMPLE HIRST JN.,16480
TEN,TENBY,TENBY,80211
XTT,TERCESL,LINCOLN TERRACE C.H.S.,44049
,TERM182,TERMINUS CURVE SIG 5182,7232
,TERMJGW,TERMINUS JN,7210
,TESTBED,BEDALE (TEST),15904
,TESTLEE,LEEMING BAR (TEST),15903
,TESTRED,REDMIRE (TEST),15906
,TESTSCR,SCRUTON (TEST),15902
,TESTWEN,WENSLEY (TEST),15905
,TEYNDVC,TEYNHAM DOVER CASTLE,0
TEY,TEYNHAM,TEYNHAM,89149
TNA,THABBEY,THORNTON ABBEY,21008
THT,THAL,THORNTONHALL,7611
THA,THATCHM,THATCHAM,74723
,THBD127,3 BRIDGES DN DEP SIG TD127,87907
,THBD165,3 BRIDGES UP DEP SIG TD165,87950
,THBD200,THREE BRIDGES SIGNAL T1200,87932
,THBD201,THREE BRIDGES SIGNAL T1201,87887
,THBD204,THREE BRIDGES SIGNAL T1204,87888
,THBD206,THREE BRIDGES SIGNAL 1206,87928
,THBD214,THREE BRIDGES SIGNAL 1214,0
,THBD218,THREE BRIDGES SIGNAL T1218,87890
,THBD288,THREE BRIDGES SIGNAL T288,87922
,THBD737,THREE BRIDGES 1737 POINTS,87930
,THBD98,TILGATE SIDINGS SIG TD98,87953
,THBDBRD,THREE BRIDGES BACK ROAD,87918
,THBDDTE,3BDGS DN TL SDG ENTRY/EXIT,87904
TBD,THBDGS,THREE BRIDGES,87920
,THBDGSY,THREE BRIDGES UP SDG SOUTH,87926
,THBDHSD,THREE BRIDGES HORSHAM SDG,87920
,THBDLP,THREE BRIDGES LOOP,87920
,THBDNCS,3BDGS DOWN THAMESLINK SDGS,87915
,THBDPL3,THREE BRIDGES P.L. 1183,87917
,THBDPL5,THREE BRIDGES P.L. 1185,87889
,THBDPMD,THREE BRIDGES P & MD,87923
,THBDTGE,TILGATE SDGS ENTRY/EXIT,87952
,THBDTGS,THREE BRIDGES TILGATE SDGS,87940
,THBDUSN,THREE BRIDGES UP SDG NORTH,87919
,THBDUTD,THREE BRIDGES TL UP DEPOT,87908
,THBDUTE,THREE BRIDGES UP TLD NX,87916
XTB,THBDWRS,THREE BRIDGES VOYAGER M.D.,87924
,THBGJN,THRYBERGH JN,24495
TEO,THBLDSG,THEOBALDS GROVE,51940
,THEA831,THEALE SIGNAL T2831,74715
,THEA834,THEALE SIGNAL T2834,74716
,THEA839,THEALE SIGNAL T2839,74718
,THEAARC,THEALE A.R.C,74705
,THEAFYF,THEALE FOSTER YEO. (FLHH),74608
,THEAGBR,THEALE LAFARGE GBRF,74704
,THEAHFH,THEALE HANSON AGGS (FLHH),74711
,THEALAF,THEALE LAFARGE FHH,74707
THE,THEALE,THEALE,74702
,THEALEM,THEALE MURCO,74703
,THEALFY,THEALE FOSTER YEOMAN,74706
,THEALGL,THEALE LOOP,74701
,THEALHC,THEALE HOPE CEMENT,74708
,THEAPUM,THEALE PUMA GBRF,74709
,THEARCP,THEALE RECEPTION SDGS,74710
,THEGRN,THE GREEN,0
TLK,THELAKS,THE LAKES,66459
,THET114,THETFORD SIGNAL EN8114,46250
,THET15,THETFORD GROUND SIGNAL T15,46253
,THET7,THETFORD SIGNAL T7,46256
TTF,THETFD,THETFORD,46261
,THETSDG,THETFORD TAMPER SIDING,46258
THO,THFORD,THORNFORD,82313
,THHLJN,THORNHILL JN,0
,THHLNWJ,THORNHILL L.N.W. JN.,18440
THH,THHT,THATTO HEATH,36616
,THIL,THORNHILL,9013
,THILUL,THORNHILL UP LOOP,9014
,THIREWS,THIRSK SIDINGS EW&S,16002
THI,THIRSK,THIRSK,16001
THB,THLB,THORNLIEBANK,7619
,THMS882,THAMES HAVEN SIG UR882,51122
,THMS888,THAMES HAVEN SIG UR888,51123
,THMSDBS,LONDON GATEWAY DB CARGO,51126
,THMSFLI,LONDON GATEWAY FRGHTLINER,51127
,THMSHVJ,THAMES HAVEN JN,51121
,THMSHVN,THAMES HAVEN T.C.,51103
,THMSL11,LONDON GATEWAY PORT LG11,51128
,THMSL14,THAMES HAVEN SIG LG14,51131
,THMSL15,THAMES HAVEN SIGNAL LG15,51124
,THMSLGA,LONDON GATEWAY ARRIVAL,51125
,THMSLGB,LONDON GATEWAY GBRF,51120
,THMSLGD,LONDON GATEWAY DEP LINE,51129
,THMSMOB,CORYTON THAMES HAVEN TC,51102
,THMSMTX,THAMES MATEX,51331
,THNGLEJ,THINGLEY EAST JUNCTION,75351
,THNGLYJ,THINGLEY JN,75354
,THNGMOD,THINGLEY MOD,75353
,THNGSDG,THINGLEY JUNCTION SIDINGS,75355
TOK,THOK,THREE OAKS,88295
,THOKLB,THREE OAKS - LANE BRIDGE,0
TPB,THOPBAY,THORPE BAY,51004
,THORCRK,CREYKES,20059
,THORNEJ,THORNE JN,23005
TNN,THORNEN,THORNE NORTH,20055
TNS,THORNES,THORNE SOUTH,23004
,THPL148,THORPE-LE-SOKEN SIG CO1148,0
TLS,THPLESK,THORPE-LE-SOKEN,50024
,THPLESS,THORPE-LE-SOKEN SIDING,50023
,THRDRVE,THIRD DROVE,46217
,THREESJ,THREE SPIRES JN,69113
THU,THRGRTN,THURGARTON,55503
,THRHRSH,THREE HORSE SHOES,46140
,THRIFHH,THRISLINGTON (FLHH),15109
,THRIGBR,THRISLINGTON GBRF,15111
,THRISTE,THRISLINGTON STEETLEY,15112
,THRMPT5,THRUMPTON SIG T5,0
,THRMRUS,RUSHEY SDGS LC,26213
,THRMT10,THRUMPTON SIG T10,0
,THRMWJN,THRUMPTON WEST JN,26210
,THRN568,THORNTON NORTH SIG ET568,3239
,THRNDPL,THORNTON NORTH D.P.L.,3236
,THRNGMM,THORNTON YARD GM MINING,3254
,THRNIHB,THORNTON YARD I & H BROWN,3258
XTJ,THRNTHS,THORNTON H.S.,3253
,THRNTNJ,THORNTON NORTH JN,3239
,THRNTSJ,THORNTON SOUTH JN,3237
,THRNTTC,THORNTON T.C.,3250
,THRNTWJ,THORNTON WEST JN,3242
,THRNUPL,THORNTON NORTH U.P.L.,3238
,THRP715,THORPES BRIDGE SIGNAL 715,31308
,THRPSBJ,THORPES BRIDGE JN,31304
,THRSBCL,THORESBY COLLIERY,28402
,THRSCFH,THORESBY COLL JN (FHH),28404
,THRSCGB,THORESBY COLLIERY JN GBRF,28397
,THRSCLJ,THORESBY COLL JN,28401
,THRSCR,THORESBY COLLIERY COLAS,28407
,THRSFHH,THORESBY COLLIERY (FLHH),28403
,THRSGBR,THORESBY COLLIERY (GBRF),28399
,THRSNEC,THORESBY SIDINGS NECK,28406
TTH,THTH,THORNTON HEATH,87635
THS,THURSO,THURSO,1001
,THURSOU,THURSO U.K.A.E.A.,1003
TRS,THUSTON,THURSTON,46401
,THYMFHH,THORNEY MILL FHH,73793
,THYMGBR,THORNEY MILL GBRF,79801
,THYMGF,THORNEY MILL GROUND FRAME,73787
,THYMIL,THORNEY MILL,73785
,THYMILF,THORNEY MILL DB CARGO,73795
,TIGNGRC,TEIGNGRACE,83626
,TILBURG,TILBURG WORKS,907
THL,TILEH,TILE HILL,69209
,TILHEJN,TILEHURST EAST JN.,74272
TLH,TILHRST,TILEHURST,74271
TIM,TIMPRLY,TIMPERLEY,0
,TINS258,TINSLEY YD SIG TY258,0
,TINSFHH,TINSLEY YARD FHH,25201
,TINSGBR,TINSLEY YARD GBRF,25207
,TINSLEJ,TINSLEY EAST JN,25204
,TINSLNJ,TINSLEY NORTH JN,25209
,TINSLSJ,TINSLEY SOUTH JN,25205
,TINSLYY,TINSLEY S.S.,25200
TIN,TINSMEA,TINSLEY MEADOWHALL,25318
,TINSPJN,TINSLEY PARK JN.,25203
,TINSSMC,TINSLEY AVESTA (SMACC),25212
,TINTCHR,TINTAGEL METHODIST CHURCH,0
XCY,TINTLNG,TINTAGEL LANGLEY'S SHOP,0
